REGION;DEP;AR;CANTON;TYPCT;CHEFLIEU;TNCC;ARTMAJ;NCC;ARTMIN;NCCENR
82;26;3;11;1;26143;2;(LE);GRAND-SERRE;(Le);Grand-Serre
82;26;2;12;1;26146;0;;GRIGNAN;;Grignan
82;26;3;13;1;26166;0;;LORIOL-SUR-DROME;;Loriol-sur-Drôme
82;26;1;14;1;26167;0;;LUC-EN-DIOIS;;Luc-en-Diois
82;26;2;15;1;26176;0;;MARSANNE;;Marsanne
82;26;2;16;2;26198;0;;MONTELIMAR  1ER CANTON;;Montélimar  1er Canton
82;26;1;17;1;26215;3;(LA);MOTTE-CHALANCON;(La);Motte-Chalancon
82;26;2;18;1;26220;0;;NYONS;;Nyons
82;26;2;19;1;26235;0;;PIERRELATTE;;Pierrelatte
82;26;2;20;1;26264;0;;REMUZAT;;Rémuzat
82;26;3;21;2;26281;0;;ROMANS-SUR-ISERE  1ER CANTON;;Romans-sur-Isère  1er Canton
82;26;1;22;1;26289;0;;SAILLANS;;Saillans
82;26;3;23;1;26301;0;;SAINT-DONAT-SUR-L'HERBASSE;;Saint-Donat-sur-l'Herbasse
82;26;3;24;1;26307;0;;SAINT-JEAN-EN-ROYANS;;Saint-Jean-en-Royans
82;26;2;25;1;26324;0;;SAINT-PAUL-TROIS-CHATEAUX;;Saint-Paul-Trois-Châteaux
82;26;3;26;1;26333;0;;SAINT-VALLIER;;Saint-Vallier
82;26;2;27;1;26340;0;;SEDERON;;Séderon
82;26;3;28;1;26347;0;;TAIN-L'HERMITAGE;;Tain-l'Hermitage
82;26;3;29;4;26362;0;;VALENCE  1ER CANTON;;Valence  1er Canton
82;26;3;30;4;26362;0;;VALENCE  2E  CANTON;;Valence  2e  Canton
82;26;3;31;4;26362;0;;VALENCE  3E  CANTON;;Valence  3e  Canton
82;26;3;32;1;26058;0;;BOURG-LES-VALENCE;;Bourg-lès-Valence
82;26;2;33;2;26198;0;;MONTELIMAR  2E  CANTON;;Montélimar  2e  Canton
82;26;3;34;1;26252;0;;PORTES-LES-VALENCE;;Portes-lès-Valence
82;26;3;35;2;26281;0;;ROMANS-SUR-ISERE  2E  CANTON;;Romans-sur-Isère  2e  Canton
82;26;3;36;4;26362;0;;VALENCE  4E  CANTON;;Valence  4e  Canton
23;27;2;01;1;27011;1;;AMFREVILLE-LA-CAMPAGNE;;Amfreville-la-Campagne
23;27;1;02;1;27016;4;(LES);ANDELYS;(Les);Andelys
23;27;2;03;1;27049;0;;BEAUMESNIL;;Beaumesnil
23;27;2;04;1;27051;0;;BEAUMONT-LE-ROGER;;Beaumont-le-Roger
23;27;2;05;2;27056;0;;BERNAY-OUEST;;Bernay-Ouest
23;27;2;06;1;27065;0;;BEUZEVILLE;;Beuzeville
23;27;2;07;1;27105;0;;BOURGTHEROULDE-INFREVILLE;;Bourgtheroulde-Infreville
23;27;3;08;1;27112;0;;BRETEUIL;;Breteuil
23;27;2;09;1;27116;0;;BRIONNE;;Brionne
23;27;2;10;1;27117;0;;BROGLIE;;Broglie
23;27;3;11;1;27165;0;;CONCHES-EN-OUCHE;;Conches-en-Ouche
23;27;2;12;1;27170;0;;CORMEILLES;;Cormeilles
23;27;3;13;1;27198;0;;DAMVILLE;;Damville
23;27;1;14;1;27213;1;;ECOS;;Écos
23;27;1;15;1;27226;1;;ETREPAGNY;;Étrépagny
23;27;3;16;2;27229;1;;EVREUX-NORD;;Évreux-Nord
23;27;3;17;2;27229;1;;EVREUX-SUD;;Évreux-Sud
23;27;1;18;1;27246;0;;FLEURY-SUR-ANDELLE;;Fleury-sur-Andelle
23;27;1;19;1;27275;0;;GAILLON;;Gaillon
23;27;1;20;1;27284;0;;GISORS;;Gisors
23;27;1;21;2;27375;0;;LOUVIERS-NORD;;Louviers-Nord
23;27;1;22;1;27377;0;;LYONS-LA-FORET;;Lyons-la-Forêt
23;27;2;23;1;27413;0;;MONTFORT-SUR-RISLE;;Montfort-sur-Risle
23;27;3;24;1;27428;2;(LE);NEUBOURG;(Le);Neubourg
23;27;3;25;1;27438;0;;NONANCOURT;;Nonancourt
23;27;3;26;1;27448;0;;PACY-SUR-EURE;;Pacy-sur-Eure
23;27;2;27;1;27467;0;;PONT-AUDEMER;;Pont-Audemer
23;27;1;28;1;27469;0;;PONT-DE-L'ARCHE;;Pont-de-l'Arche
23;27;2;29;1;27485;0;;QUILLEBEUF-SUR-SEINE;;Quillebeuf-sur-Seine
23;27;2;30;1;27500;0;;ROUTOT;;Routot
23;27;3;31;1;27502;0;;RUGLES;;Rugles
23;27;3;32;1;27507;0;;SAINT-ANDRE-DE-L'EURE;;Saint-André-de-l'Eure
23;27;2;33;1;27542;0;;SAINT-GEORGES-DU-VIEVRE;;Saint-Georges-du-Vièvre
23;27;2;34;1;27629;0;;THIBERVILLE;;Thiberville
23;27;3;35;1;27679;0;;VERNEUIL-SUR-AVRE;;Verneuil-sur-Avre
23;27;3;36;2;27681;0;;VERNON-NORD;;Vernon-Nord
23;27;3;37;2;27229;1;;EVREUX-EST;;Évreux-Est
23;27;3;38;2;27229;1;;EVREUX-OUEST;;Évreux-Ouest
23;27;1;39;2;27375;0;;LOUVIERS-SUD;;Louviers-Sud
23;27;3;40;2;27681;0;;VERNON-SUD;;Vernon-Sud
23;27;2;41;2;27056;0;;BERNAY-EST;;Bernay-Est
23;27;1;42;1;27275;0;;GAILLON-CAMPAGNE;;Gaillon-Campagne
23;27;1;43;1;27701;0;;VAL-DE-REUIL;;Val-de-Reuil
24;28;3;01;1;28007;1;;ANET;;Anet
24;28;1;02;1;28015;1;;AUNEAU;;Auneau
24;28;4;03;1;28018;1;;AUTHON-DU-PERCHE;;Authon-du-Perche
24;28;2;04;1;28051;0;;BONNEVAL;;Bonneval
24;28;3;05;1;28059;0;;BREZOLLES;;Brezolles
24;28;2;06;1;28061;0;;BROU;;Brou
24;28;1;07;2;28085;0;;CHARTRES-NORD-EST;;Chartres-Nord-Est
24;28;2;09;1;28088;0;;CHATEAUDUN;;Châteaudun
24;28;3;10;1;28089;0;;CHATEAUNEUF-EN-THYMERAIS;;Châteauneuf-en-Thymerais
24;28;2;11;1;28103;0;;CLOYES-SUR-LE-LOIR;;Cloyes-sur-le-Loir
24;28;1;12;1;28116;0;;COURVILLE-SUR-EURE;;Courville-sur-Eure
24;28;3;13;2;28134;0;;DREUX-EST;;Dreux-Est
24;28;3;14;1;28149;3;(LA);FERTE-VIDAME;(La);Ferté-Vidame
24;28;1;15;1;28196;1;;ILLIERS-COMBRAY;;Illiers-Combray
24;28;1;16;1;28199;0;;JANVILLE;;Janville
24;28;4;17;1;28214;3;(LA);LOUPE;(La);Loupe
24;28;1;18;1;28227;0;;MAINTENON;;Maintenon
24;28;3;19;1;28279;0;;NOGENT-LE-ROI;;Nogent-le-Roi
24;28;4;20;1;28280;0;;NOGENT-LE-ROTROU;;Nogent-le-Rotrou
24;28;2;21;1;28287;1;;ORGERES-EN-BEAUCE;;Orgères-en-Beauce
24;28;3;22;1;28373;0;;SENONCHES;;Senonches
24;28;4;23;1;28387;0;;THIRON-GARDAIS;;Thiron-Gardais
24;28;1;24;1;28422;0;;VOVES;;Voves
24;28;1;25;2;28085;0;;CHARTRES-SUD-EST;;Chartres-Sud-Est
24;28;1;26;2;28085;0;;CHARTRES-SUD-OUEST;;Chartres-Sud-Ouest
24;28;3;27;2;28134;0;;DREUX-OUEST;;Dreux-Ouest
24;28;3;28;2;28134;0;;DREUX-SUD;;Dreux-Sud
24;28;1;29;1;28218;0;;LUCE;;Lucé
24;28;1;30;2;28229;0;;MAINVILLIERS;;Mainvilliers
53;29;4;01;1;29002;1;;ARZANO;;Arzano
53;29;4;02;1;29004;0;;BANNALEC;;Bannalec
53;29;1;03;2;29019;0;;BREST-PLOUZANE;;Brest-Plouzané
53;29;1;04;4;29019;0;;BREST-RECOUVRANCE;;Brest-Recouvrance
53;29;1;05;4;29019;0;;BREST-CENTRE;;Brest-Centre
53;29;4;06;1;29020;0;;BRIEC;;Briec
53;29;2;07;1;29024;0;;CARHAIX-PLOUGUER;;Carhaix-Plouguer
53;29;2;08;1;29026;0;;CHATEAULIN;;Châteaulin
53;29;2;09;1;29027;0;;CHATEAUNEUF-DU-FAOU;;Châteauneuf-du-Faou
53;29;4;10;1;29039;0;;CONCARNEAU;;Concarneau
53;29;2;11;1;29042;0;;CROZON;;Crozon
53;29;1;12;1;29043;0;;DAOULAS;;Daoulas
53;29;4;13;1;29046;0;;DOUARNENEZ;;Douarnenez
53;29;2;14;1;29053;2;(LE);FAOU;(Le);Faou
53;29;4;15;1;29058;0;;FOUESNANT;;Fouesnant
53;29;2;16;1;29081;0;;HUELGOAT;;Huelgoat
53;29;1;17;1;29103;0;;LANDERNEAU;;Landerneau
53;29;3;18;1;29105;0;;LANDIVISIAU;;Landivisiau
53;29;3;19;1;29113;0;;LANMEUR;;Lanmeur
53;29;1;20;1;29117;0;;LANNILIS;;Lannilis
53;29;1;21;1;29124;0;;LESNEVEN;;Lesneven
53;29;3;22;1;29151;0;;MORLAIX;;Morlaix
53;29;1;23;1;29155;1;;OUESSANT;;Ouessant
53;29;1;24;1;29160;0;;PLABENNEC;;Plabennec
53;29;2;25;1;29162;0;;PLEYBEN;;Pleyben
53;29;4;26;1;29167;0;;PLOGASTEL-SAINT-GERMAIN;;Plogastel-Saint-Germain
53;29;1;27;1;29178;0;;PLOUDALMEZEAU;;Ploudalmézeau
53;29;1;28;1;29180;0;;PLOUDIRY;;Ploudiry
53;29;3;29;1;29185;0;;PLOUESCAT;;Plouescat
53;29;3;30;1;29199;0;;PLOUIGNEAU;;Plouigneau
53;29;3;31;1;29213;0;;PLOUZEVEDE;;Plouzévédé
53;29;4;32;1;29217;0;;PONT-AVEN;;Pont-Aven
53;29;4;33;1;29218;0;;PONT-CROIX;;Pont-Croix
53;29;4;34;1;29220;0;;PONT-L'ABBE;;Pont-l'Abbé
53;29;4;35;4;29232;0;;QUIMPER  1ER CANTON;;Quimper  1er Canton
53;29;4;36;1;29233;0;;QUIMPERLE;;Quimperlé
53;29;4;37;1;29241;0;;ROSPORDEN;;Rosporden
53;29;3;38;1;29259;0;;SAINT-POL-DE-LEON;;Saint-Pol-de-Léon
53;29;1;39;1;29260;0;;SAINT-RENAN;;Saint-Renan
53;29;3;40;1;29266;0;;SAINT-THEGONNEC;;Saint-Thégonnec
53;29;4;41;1;29274;0;;SCAER;;Scaër
53;29;3;42;1;29277;0;;SIZUN;;Sizun
53;29;3;43;1;29279;0;;TAULE;;Taulé
53;29;1;44;2;29019;0;;BREST-CAVALE-BLANCHE-BOHARS-GUILERS;;Brest-Cavale-Blanche-Bohars-Guilers
53;29;1;45;4;29019;0;;BREST-BELLEVUE;;Brest-Bellevue
53;29;1;46;2;29019;0;;BREST-L'HERMITAGE-GOUESNOU;;Brest-L'Hermitage-Gouesnou
53;29;1;47;4;29019;0;;BREST-LAMBEZELLEC;;Brest-Lambezellec
53;29;4;48;2;29232;0;;QUIMPER  2E  CANTON;;Quimper  2e  Canton
53;29;4;49;1;29072;0;;GUILVINEC;;Guilvinec
53;29;1;50;4;29019;0;;BREST-KERICHEN;;Brest-Kerichen
53;29;1;51;1;29075;0;;GUIPAVAS;;Guipavas
53;29;4;52;2;29232;0;;QUIMPER  3E  CANTON;;Quimper  3e  Canton
53;29;1;53;4;29019;0;;BREST-SAINT-MARC;;Brest-Saint-Marc
53;29;1;54;4;29019;0;;BREST-SAINT-PIERRE;;Brest-Saint-Pierre
91;30;2;01;1;30003;1;;AIGUES-MORTES;;Aigues-Mortes
91;30;1;02;2;30007;1;;ALES-NORD-EST;;Alès-Nord-Est
91;30;1;03;2;30007;1;;ALES-OUEST;;Alès-Ouest
91;30;3;04;1;30009;1;;ALZON;;Alzon
91;30;1;05;1;30010;1;;ANDUZE;;Anduze
91;30;2;06;1;30012;1;;ARAMON;;Aramon
91;30;2;07;1;30028;0;;BAGNOLS-SUR-CEZE;;Bagnols-sur-Cèze
91;30;1;08;1;30029;0;;BARJAC;;Barjac
91;30;2;09;1;30032;0;;BEAUCAIRE;;Beaucaire
91;30;1;10;1;30037;0;;BESSEGES;;Bessèges
91;30;1;11;1;30130;0;;GENOLHAC;;Génolhac
91;30;1;12;1;30132;3;(LA);GRAND-COMBE;(La);Grand-Combe
91;30;3;13;1;30140;0;;LASALLE;;Lasalle
91;30;1;14;1;30146;0;;LEDIGNAN;;Lédignan
91;30;2;15;1;30151;0;;LUSSAN;;Lussan
91;30;2;16;1;30156;0;;MARGUERITTES;;Marguerittes
91;30;2;17;4;30189;0;;NIMES  1ER CANTON;;Nîmes  1er Canton
91;30;2;18;4;30189;0;;NIMES  2E  CANTON;;Nîmes  2e  Canton
91;30;2;19;4;30189;0;;NIMES  3E  CANTON;;Nîmes  3e  Canton
91;30;2;20;1;30202;0;;PONT-SAINT-ESPRIT;;Pont-Saint-Esprit
91;30;3;21;1;30210;0;;QUISSAC;;Quissac
91;30;2;22;1;30212;0;;REMOULINS;;Remoulins
91;30;2;23;1;30221;0;;ROQUEMAURE;;Roquemaure
91;30;1;24;1;30227;0;;SAINT-AMBROIX;;Saint-Ambroix
91;30;3;25;1;30231;0;;SAINT-ANDRE-DE-VALBORGNE;;Saint-André-de-Valborgne
91;30;2;26;1;30241;0;;SAINT-CHAPTES;;Saint-Chaptes
91;30;2;27;1;30258;0;;SAINT-GILLES;;Saint-Gilles
91;30;3;28;1;30263;0;;SAINT-HIPPOLYTE-DU-FORT;;Saint-Hippolyte-du-Fort
91;30;1;29;1;30269;0;;SAINT-JEAN-DU-GARD;;Saint-Jean-du-Gard
91;30;2;30;1;30281;0;;SAINT-MAMERT-DU-GARD;;Saint-Mamert-du-Gard
91;30;3;31;1;30311;0;;SAUVE;;Sauve
91;30;2;32;1;30321;0;;SOMMIERES;;Sommières
91;30;3;33;1;30325;0;;SUMENE;;Sumène
91;30;3;34;1;30332;0;;TREVES;;Trèves
91;30;2;35;1;30334;1;;UZES;;Uzès
91;30;3;36;1;30339;0;;VALLERAUGUE;;Valleraugue
91;30;2;37;1;30341;0;;VAUVERT;;Vauvert
91;30;1;38;1;30348;0;;VEZENOBRES;;Vézénobres
91;30;3;39;1;30350;2;(LE);VIGAN;(Le);Vigan
91;30;2;40;1;30351;0;;VILLENEUVE-LES-AVIGNON;;Villeneuve-lès-Avignon
91;30;1;41;2;30007;1;;ALES-SUD-EST;;Alès-Sud-Est
91;30;2;42;4;30189;0;;NIMES  4E  CANTON;;Nîmes  4e  Canton
91;30;2;43;4;30189;0;;NIMES  5E  CANTON;;Nîmes  5e  Canton
91;30;2;44;4;30189;0;;NIMES  6E  CANTON;;Nîmes  6e  Canton
91;30;2;45;2;30047;3;(LA);VISTRENQUE;(La);Vistrenque
91;30;2;46;1;30006;0;;RHONY-VIDOURLE;;Rhôny-Vidourle
73;31;2;01;1;31020;1;;ASPET;;Aspet
73;31;2;02;1;31028;1;;AURIGNAC;;Aurignac
73;31;1;03;1;31033;1;;AUTERIVE;;Auterive
73;31;2;04;1;31042;0;;BAGNERES-DE-LUCHON;;Bagnères-de-Luchon
73;31;2;05;1;31045;0;;BARBAZAN;;Barbazan
73;31;2;06;1;31080;0;;BOULOGNE-SUR-GESSE;;Boulogne-sur-Gesse
73;31;3;07;1;31098;0;;CADOURS;;Cadours
73;31;3;08;1;31106;0;;CARAMAN;;Caraman
73;31;1;09;1;31107;0;;CARBONNE;;Carbonne
73;31;3;10;1;31113;0;;CASTANET-TOLOSAN;;Castanet-Tolosan
73;31;1;11;1;31135;0;;CAZERES;;Cazères
73;31;1;12;1;31145;0;;CINTEGABELLE;;Cintegabelle
73;31;1;13;1;31193;2;(LE);FOUSSERET;(Le);Fousseret
73;31;3;14;1;31202;0;;FRONTON;;Fronton
73;31;3;15;1;31232;0;;GRENADE;;Grenade
73;31;2;16;1;31239;5;(L');ISLE-EN-DODON;(L');Isle-en-Dodon
73;31;3;17;1;31271;0;;LANTA;;Lanta
73;31;3;18;1;31291;0;;LEGUEVIN;;Léguevin
73;31;3;19;1;31358;0;;MONTASTRUC-LA-CONSEILLERE;;Montastruc-la-Conseillère
73;31;1;20;1;31375;0;;MONTESQUIEU-VOLVESTRE;;Montesquieu-Volvestre
73;31;3;21;1;31381;0;;MONTGISCARD;;Montgiscard
73;31;2;22;1;31390;0;;MONTREJEAU;;Montréjeau
73;31;1;23;1;31395;0;;MURET;;Muret
73;31;3;24;1;31396;0;;NAILLOUX;;Nailloux
73;31;3;25;1;31451;0;;REVEL;;Revel
73;31;1;26;1;31454;0;;RIEUMES;;Rieumes
73;31;1;27;1;31455;0;;RIEUX-VOLVESTRE;;Rieux-Volvestre
73;31;2;28;1;31471;0;;SAINT-BEAT;;Saint-Béat
73;31;2;29;1;31483;0;;SAINT-GAUDENS;;Saint-Gaudens
73;31;1;30;1;31499;0;;SAINT-LYS;;Saint-Lys
73;31;2;31;1;31503;0;;SAINT-MARTORY;;Saint-Martory
73;31;2;32;1;31523;0;;SALIES-DU-SALAT;;Salies-du-Salat
73;31;3;33;4;31555;0;;TOULOUSE  1ER CANTON;;Toulouse  1er Canton
73;31;3;34;4;31555;0;;TOULOUSE  2E  CANTON;;Toulouse  2e  Canton
73;31;3;35;4;31555;0;;TOULOUSE  3E  CANTON;;Toulouse  3e  Canton
73;31;3;36;4;31555;0;;TOULOUSE  4E  CANTON;;Toulouse  4e  Canton
73;31;3;37;1;31573;0;;VERFEIL;;Verfeil
73;31;3;38;1;31582;0;;VILLEFRANCHE-DE-LAURAGAIS;;Villefranche-de-Lauragais
73;31;3;39;1;31584;0;;VILLEMUR-SUR-TARN;;Villemur-sur-Tarn
73;31;3;40;4;31555;0;;TOULOUSE  5E  CANTON;;Toulouse  5e  Canton
73;31;3;41;4;31555;0;;TOULOUSE  6E  CANTON;;Toulouse  6e  Canton
73;31;3;42;4;31555;0;;TOULOUSE  7E  CANTON;;Toulouse  7e  Canton
73;31;3;43;2;31555;0;;TOULOUSE  8E  CANTON;;Toulouse  8e  Canton
73;31;3;44;2;31555;0;;TOULOUSE  9E  CANTON;;Toulouse  9e  Canton
73;31;3;45;4;31555;0;;TOULOUSE 10E  CANTON;;Toulouse 10e  Canton
73;31;3;46;4;31555;0;;TOULOUSE 11E  CANTON;;Toulouse 11e  Canton
73;31;3;47;4;31555;0;;TOULOUSE 12E  CANTON;;Toulouse 12e  Canton
73;31;3;48;2;31555;0;;TOULOUSE 13E  CANTON;;Toulouse 13e  Canton
73;31;3;49;2;31555;0;;TOULOUSE 14E  CANTON;;Toulouse 14e  Canton
73;31;3;50;2;31555;0;;TOULOUSE 15E  CANTON;;Toulouse 15e  Canton
73;31;3;51;1;31069;0;;BLAGNAC;;Blagnac
73;31;1;52;1;31433;0;;PORTET-SUR-GARONNE;;Portet-sur-Garonne
73;31;3;53;1;31557;0;;TOURNEFEUILLE;;Tournefeuille
73;32;3;01;1;32001;1;;AIGNAN;;Aignan
73;32;1;02;2;32013;1;;AUCH-NORD-EST;;Auch-Nord-Est
73;32;1;03;2;32013;1;;AUCH-SUD-EST-SEISSAN;;Auch-Sud-Est-Seissan
73;32;2;04;1;32096;0;;CAZAUBON;;Cazaubon
73;32;1;05;1;32106;0;;COLOGNE;;Cologne
73;32;2;06;1;32107;0;;CONDOM;;Condom
73;32;2;07;1;32119;1;;EAUZE;;Eauze
73;32;2;08;1;32132;0;;FLEURANCE;;Fleurance
73;32;1;09;1;32147;0;;GIMONT;;Gimont
73;32;1;10;1;32160;5;(L');ISLE-JOURDAIN;(L');Isle-Jourdain
73;32;1;11;1;32162;0;;JEGUN;;Jegun
73;32;2;12;1;32208;0;;LECTOURE;;Lectoure
73;32;1;13;1;32213;0;;LOMBEZ;;Lombez
73;32;3;14;1;32233;0;;MARCIAC;;Marciac
73;32;3;15;1;32242;0;;MASSEUBE;;Masseube
73;32;2;16;1;32249;0;;MAUVEZIN;;Mauvezin
73;32;3;17;1;32252;0;;MIELAN;;Miélan
73;32;2;18;1;32253;0;;MIRADOUX;;Miradoux
73;32;3;19;1;32256;0;;MIRANDE;;Mirande
73;32;3;20;1;32285;0;;MONTESQUIOU;;Montesquiou
73;32;2;21;1;32290;0;;MONTREAL;;Montréal
73;32;2;22;1;32296;0;;NOGARO;;Nogaro
73;32;3;23;1;32319;0;;PLAISANCE;;Plaisance
73;32;3;24;1;32344;0;;RISCLE;;Riscle
73;32;2;25;1;32370;0;;SAINT-CLAR;;Saint-Clar
73;32;1;26;1;32410;0;;SAMATAN;;Samatan
73;32;1;27;1;32412;0;;SARAMON;;Saramon
73;32;2;28;1;32459;0;;VALENCE-SUR-BAISE;;Valence-sur-Baïse
73;32;1;29;1;32462;0;;VIC-FEZENSAC;;Vic-Fezensac
73;32;1;30;2;32013;1;;AUCH-NORD-OUEST;;Auch-Nord-Ouest
73;32;1;31;2;32013;1;;AUCH-SUD-OUEST;;Auch-Sud-Ouest
72;33;6;01;1;33009;1;;ARCACHON;;Arcachon
72;33;6;02;1;33019;1;;AUDENGE;;Audenge
72;33;3;03;1;33021;1;;AUROS;;Auros
72;33;3;04;1;33036;0;;BAZAS;;Bazas
72;33;6;05;1;33042;0;;BELIN-BELIET;;Belin-Béliet
72;33;2;06;1;33056;0;;BLANQUEFORT;;Blanquefort
72;33;1;07;1;33058;0;;BLAYE;;Blaye
72;33;2;08;4;33063;0;;BORDEAUX  1ER CANTON;;Bordeaux  1er Canton
72;33;2;09;4;33063;0;;BORDEAUX  2E  CANTON;;Bordeaux  2e  Canton
72;33;2;10;4;33063;0;;BORDEAUX  3E  CANTON;;Bordeaux  3e  Canton
72;33;2;11;4;33063;0;;BORDEAUX  4E  CANTON;;Bordeaux  4e  Canton
72;33;2;12;4;33063;0;;BORDEAUX  5E  CANTON;;Bordeaux  5e  Canton
72;33;2;13;4;33063;0;;BORDEAUX  6E  CANTON;;Bordeaux  6e  Canton
72;33;2;14;4;33063;0;;BORDEAUX  7E  CANTON;;Bordeaux  7e  Canton
72;33;1;15;1;33067;0;;BOURG;;Bourg
72;33;5;16;1;33071;0;;BRANNE;;Branne
72;33;3;17;1;33081;0;;CADILLAC;;Cadillac
72;33;3;18;1;33095;0;;CAPTIEUX;;Captieux
72;33;2;19;1;33096;0;;CARBON-BLANC;;Carbon-Blanc
72;33;4;20;1;33104;0;;CASTELNAU-DE-MEDOC;;Castelnau-de-Médoc
72;33;5;21;1;33108;0;;CASTILLON-LA-BATAILLE;;Castillon-la-Bataille
72;33;5;22;1;33138;0;;COUTRAS;;Coutras
72;33;2;23;1;33140;0;;CREON;;Créon
72;33;5;24;1;33174;0;;FRONSAC;;Fronsac
72;33;3;25;1;33195;0;;GRIGNOLS;;Grignols
72;33;5;26;1;33198;0;;GUITRES;;Guîtres
72;33;2;27;1;33213;3;(LA);BREDE;(La);Brède
72;33;3;28;1;33227;0;;LANGON;;Langon
72;33;4;29;1;33240;0;;LESPARRE-MEDOC;;Lesparre-Médoc
72;33;5;30;1;33243;0;;LIBOURNE;;Libourne
72;33;5;31;1;33261;0;;LUSSAC;;Lussac
72;33;3;32;1;33289;0;;MONSEGUR;;Monségur
72;33;4;33;1;33314;0;;PAUILLAC;;Pauillac
72;33;3;34;1;33316;0;;PELLEGRUE;;Pellegrue
72;33;2;35;4;33318;0;;PESSAC  1ER CANTON;;Pessac  1er Canton
72;33;3;36;1;33327;0;;PODENSAC;;Podensac
72;33;5;37;1;33344;0;;PUJOLS;;Pujols
72;33;3;38;1;33352;3;(LA);REOLE;(La);Réole
72;33;1;39;1;33366;0;;SAINT-ANDRE-DE-CUBZAC;;Saint-André-de-Cubzac
72;33;1;40;1;33389;0;;SAINT-CIERS-SUR-GIRONDE;;Saint-Ciers-sur-Gironde
72;33;5;41;1;33402;0;;SAINTE-FOY-LA-GRANDE;;Sainte-Foy-la-Grande
72;33;4;42;1;33424;0;;SAINT-LAURENT-MEDOC;;Saint-Laurent-Médoc
72;33;3;43;1;33435;0;;SAINT-MACAIRE;;Saint-Macaire
72;33;1;44;1;33473;0;;SAINT-SAVIN;;Saint-Savin
72;33;3;45;1;33484;0;;SAINT-SYMPHORIEN;;Saint-Symphorien
72;33;4;46;1;33490;0;;SAINT-VIVIEN-DE-MEDOC;;Saint-Vivien-de-Médoc
72;33;3;47;1;33506;0;;SAUVETERRE-DE-GUYENNE;;Sauveterre-de-Guyenne
72;33;3;48;1;33523;0;;TARGON;;Targon
72;33;6;49;1;33529;3;(LA);TESTE-DE-BUCH;(La);Teste-de-Buch
72;33;3;50;1;33547;0;;VILLANDRAUT;;Villandraut
72;33;2;51;4;33281;0;;MERIGNAC  1ER CANTON;;Mérignac  1er Canton
72;33;2;52;1;33039;0;;BEGLES;;Bègles
72;33;2;53;4;33063;0;;BORDEAUX  8E  CANTON;;Bordeaux  8e  Canton
72;33;2;54;1;33069;2;(LE);BOUSCAT;(Le);Bouscat
72;33;2;55;1;33119;0;;CENON;;Cenon
72;33;2;56;1;33522;0;;TALENCE;;Talence
72;33;2;57;1;33550;0;;VILLENAVE-D'ORNON;;Villenave-d'Ornon
72;33;2;58;1;33167;0;;FLOIRAC;;Floirac
72;33;2;59;1;33192;0;;GRADIGNAN;;Gradignan
72;33;2;60;1;33249;0;;LORMONT;;Lormont
72;33;2;61;2;33281;0;;MERIGNAC  2E  CANTON;;Mérignac  2e  Canton
72;33;2;62;4;33318;0;;PESSAC  2E  CANTON;;Pessac  2e  Canton
72;33;2;63;1;33449;0;;SAINT-MEDARD-EN-JALLES;;Saint-Médard-en-Jalles
91;34;1;01;1;34003;1;;AGDE;;Agde
91;34;2;02;1;34010;1;;ANIANE;;Aniane
91;34;1;03;1;34028;0;;BEDARIEUX;;Bédarieux
91;34;1;04;4;34032;0;;BEZIERS  1ER CANTON;;Béziers  1er Canton
91;34;1;05;2;34032;0;;BEZIERS  2E  CANTON;;Béziers  2e  Canton
91;34;1;06;1;34052;0;;CAPESTANG;;Capestang
91;34;3;07;1;34058;0;;CASTRIES;;Castries
91;34;2;08;1;34064;2;(LE);CAYLAR;(Le);Caylar
91;34;3;09;1;34078;0;;CLARET;;Claret
91;34;2;10;1;34079;0;;CLERMONT-L'HERAULT;;Clermont-l'Hérault
91;34;1;11;1;34101;0;;FLORENSAC;;Florensac
91;34;3;12;1;34108;0;;FRONTIGNAN;;Frontignan
91;34;2;13;1;34111;0;;GANGES;;Ganges
91;34;2;14;1;34114;0;;GIGNAC;;Gignac
91;34;2;15;1;34142;0;;LODEVE;;Lodève
91;34;2;16;1;34144;0;;LUNAS;;Lunas
91;34;3;17;1;34145;0;;LUNEL;;Lunel
91;34;3;18;1;34153;4;(LES);MATELLES;(Les);Matelles
91;34;3;19;1;34154;0;;MAUGUIO;;Mauguio
91;34;3;20;1;34157;0;;MEZE;;Mèze
91;34;1;21;1;34162;0;;MONTAGNAC;;Montagnac
91;34;3;22;4;34172;0;;MONTPELLIER  1ER CANTON;;Montpellier  1er Canton
91;34;3;23;2;34172;0;;MONTPELLIER  2E  CANTON;;Montpellier  2e  Canton
91;34;3;24;4;34172;0;;MONTPELLIER  3E  CANTON;;Montpellier  3e  Canton
91;34;1;25;1;34178;0;;MURVIEL-LES-BEZIERS;;Murviel-lès-Béziers
91;34;1;26;1;34187;1;;OLARGUES;;Olargues
91;34;1;27;1;34189;1;;OLONZAC;;Olonzac
91;34;1;28;1;34199;0;;PEZENAS;;Pézenas
91;34;1;29;1;34237;0;;ROUJAN;;Roujan
91;34;1;30;1;34245;0;;SAINT-CHINIAN;;Saint-Chinian
91;34;1;31;1;34260;0;;SAINT-GERVAIS-SUR-MARE;;Saint-Gervais-sur-Mare
91;34;2;32;1;34274;0;;SAINT-MARTIN-DE-LONDRES;;Saint-Martin-de-Londres
